000000 0000 NOP
0****************************************************
000001 0001 NOP
000002 0002 NOP
000003 0003 JMP    $18D4
018640 1A5F MVI    M,#$00
018641 1A61 INX    H
018642 1A62 MOV    A,H --- HL: $315B
018643 1A63 CPI    #$40
018644 1A65 JNZ    $1A5F
018645 1A5F MVI    M,#$00
018646 1A61 INX    H
018647 1A62 MOV    A,H --- HL: $315C
018648 1A63 CPI    #$40
018649 1A65 JNZ    $1A5F
018650 1A5F MVI    M,#$00
018651 1A61 INX    H
018652 1A62 MOV    A,H --- HL: $315D
018653 1A63 CPI    #$40
018654 1A65 JNZ    $1A5F
018655 1A5F MVI    M,#$00
018656 1A61 INX    H
018657 1A62 MOV    A,H --- HL: $315E
018658 1A63 CPI    #$40
018659 1A65 JNZ    $1A5F
018660 1A5F MVI    M,#$00
018661 1A61 INX    H
018662 1A62 MOV    A,H --- HL: $315F
018663 1A63 CPI    #$40
018664 1A65 JNZ    $1A5F
018665 1A5F MVI    M,#$00
018666 1A61 INX    H
018667 1A62 MOV    A,H --- HL: $3160
018668 1A63 CPI    #$40
018669 1A65 JNZ    $1A5F
018670 1A5F MVI    M,#$00
018671 1A61 INX    H
018672 1A62 MOV    A,H --- HL: $3161
018673 1A63 CPI    #$40
018674 1A65 JNZ    $1A5F
018675 1A5F MVI    M,#$00
018676 1A61 INX    H
018677 1A62 MOV    A,H --- HL: $3162
018678 1A63 CPI    #$40
018679 1A65 JNZ    $1A5F
018680 1A5F MVI    M,#$00
018681 1A61 INX    H
018682 1A62 MOV    A,H --- HL: $3163
018683 1A63 CPI    #$40
018684 1A65 JNZ    $1A5F
018685 1A5F MVI    M,#$00
018686 1A61 INX    H
018687 1A62 MOV    A,H --- HL: $3164
018688 1A63 CPI    #$40
018689 1A65 JNZ    $1A5F
018690 1A5F MVI    M,#$00
018691 1A61 INX    H
018692 1A62 MOV    A,H --- HL: $3165
018693 1A63 CPI    #$40
018694 1A65 JNZ    $1A5F
018695 1A5F MVI    M,#$00
018696 1A61 INX    H
018697 1A62 MOV    A,H --- HL: $3166
018698 1A63 CPI    #$40
018699 1A65 JNZ    $1A5F
018700 1A5F MVI    M,#$00
018701 1A61 INX    H
018702 1A62 MOV    A,H --- HL: $3167
018703 1A63 CPI    #$40
018704 1A65 JNZ    $1A5F
018705 1A5F MVI    M,#$00
018706 1A61 INX    H
018707 1A62 MOV    A,H --- HL: $3168
018708 1A63 CPI    #$40
018709 1A65 JNZ    $1A5F
018710 1A5F MVI    M,#$00
018711 1A61 INX    H
018712 1A62 MOV    A,H --- HL: $3169
018713 1A63 CPI    #$40
018714 1A65 JNZ    $1A5F
018715 1A5F MVI    M,#$00
018716 1A61 INX    H
018717 1A62 MOV    A,H --- HL: $316A
018718 1A63 CPI    #$40
018719 1A65 JNZ    $1A5F
018720 1A5F MVI    M,#$00
018721 1A61 INX    H
018722 1A62 MOV    A,H --- HL: $316B
018723 1A63 CPI    #$40
018724 1A65 JNZ    $1A5F
018725 1A5F MVI    M,#$00
018726 1A61 INX    H
018727 1A62 MOV    A,H --- HL: $316C
018728 1A63 CPI    #$40
018729 1A65 JNZ    $1A5F
018730 1A5F MVI    M,#$00
018731 1A61 INX    H
018732 1A62 MOV    A,H --- HL: $316D
018733 1A63 CPI    #$40
018734 1A65 JNZ    $1A5F
018735 1A5F MVI    M,#$00
018736 1A61 INX    H
018737 1A62 MOV    A,H --- HL: $316E
018738 1A63 CPI    #$40
018739 1A65 JNZ    $1A5F
018740 1A5F MVI    M,#$00
018741 1A61 INX    H
018742 1A62 MOV    A,H --- HL: $316F
018743 1A63 CPI    #$40
018744 1A65 JNZ    $1A5F
018745 1A5F MVI    M,#$00
018746 1A61 INX    H
018747 1A62 MOV    A,H --- HL: $3170
018748 1A63 CPI    #$40
018749 1A65 JNZ    $1A5F
018750 1A5F MVI    M,#$00
018751 1A61 INX    H
018752 1A62 MOV    A,H --- HL: $3171
018753 1A63 CPI    #$40
018754 1A65 JNZ    $1A5F
018755 1A5F MVI    M,#$00
018756 1A61 INX    H
018757 1A62 MOV    A,H --- HL: $3172
018758 1A63 CPI    #$40
018759 1A65 JNZ    $1A5F
018760 1A5F MVI    M,#$00
018761 1A61 INX    H
018762 1A62 MOV    A,H --- HL: $3173
018763 1A63 CPI    #$40
018764 1A65 JNZ    $1A5F
018765 1A5F MVI    M,#$00
018766 1A61 INX    H
018767 1A62 MOV    A,H --- HL: $3174
018768 1A63 CPI    #$40
018769 1A65 JNZ    $1A5F
018770 1A5F MVI    M,#$00
018771 1A61 INX    H
018772 1A62 MOV    A,H --- HL: $3175
018773 1A63 CPI    #$40
018774 1A65 JNZ    $1A5F
018775 1A5F MVI    M,#$00
018776 1A61 INX    H
018777 1A62 MOV    A,H --- HL: $3176
018778 1A63 CPI    #$40
018779 1A65 JNZ    $1A5F
018780 1A5F MVI    M,#$00
018781 1A61 INX    H
018782 1A62 MOV    A,H --- HL: $3177
018783 1A63 CPI    #$40
018784 1A65 JNZ    $1A5F
018785 1A5F MVI    M,#$00
018786 1A61 INX    H
018787 1A62 MOV    A,H --- HL: $3178
018788 1A63 CPI    #$40
018789 1A65 JNZ    $1A5F
018790 1A5F MVI    M,#$00
018791 1A61 INX    H
018792 1A62 MOV    A,H --- HL: $3179
018793 1A63 CPI    #$40
018794 1A65 JNZ    $1A5F
018795 1A5F MVI    M,#$00
018796 1A61 INX    H
018797 1A62 MOV    A,H --- HL: $317A
018798 1A63 CPI    #$40
018799 1A65 JNZ    $1A5F
018800 1A5F MVI    M,#$00
018801 1A61 INX    H
018802 1A62 MOV    A,H --- HL: $317B
018803 1A63 CPI    #$40
018804 1A65 JNZ    $1A5F
018805 1A5F MVI    M,#$00
018806 1A61 INX    H
018807 1A62 MOV    A,H --- HL: $317C
018808 1A63 CPI    #$40
018809 1A65 JNZ    $1A5F
018810 1A5F MVI    M,#$00
018811 1A61 INX    H
018812 1A62 MOV    A,H --- HL: $317D
018813 1A63 CPI    #$40
018814 1A65 JNZ    $1A5F
018815 1A5F MVI    M,#$00
018816 1A61 INX    H
018817 1A62 MOV    A,H --- HL: $317E
018818 1A63 CPI    #$40
018819 1A65 JNZ    $1A5F
018820 1A5F MVI    M,#$00
018821 1A61 INX    H
018822 1A62 MOV    A,H --- HL: $317F
018823 1A63 CPI    #$40
018824 1A65 JNZ    $1A5F
018825 1A5F MVI    M,#$00
018826 1A61 INX    H
018827 1A62 MOV    A,H --- HL: $3180
018828 1A63 CPI    #$40
018829 1A65 JNZ    $1A5F
018830 1A5F MVI    M,#$00
018831 1A61 INX    H
018832 1A62 MOV    A,H --- HL: $3181
018833 1A63 CPI    #$40
018834 1A65 JNZ    $1A5F
018835 1A5F MVI    M,#$00
018836 1A61 INX    H
018837 1A62 MOV    A,H --- HL: $3182
018838 1A63 CPI    #$40
018839 1A65 JNZ    $1A5F
018840 1A5F MVI    M,#$00
018841 1A61 INX    H
018842 1A62 MOV    A,H --- HL: $3183
018843 1A63 CPI    #$40
018844 1A65 JNZ    $1A5F
018845 1A5F MVI    M,#$00
018846 1A61 INX    H
018847 1A62 MOV    A,H --- HL: $3184
018848 1A63 CPI    #$40
018849 1A65 JNZ    $1A5F
018850 1A5F MVI    M,#$00
018851 1A61 INX    H
018852 1A62 MOV    A,H --- HL: $3185
018853 1A63 CPI    #$40
018854 1A65 JNZ    $1A5F
018855 1A5F MVI    M,#$00
018856 1A61 INX    H
018857 1A62 MOV    A,H --- HL: $3186
018858 1A63 CPI    #$40
018859 1A65 JNZ    $1A5F
018860 1A5F MVI    M,#$00
018861 1A61 INX    H
018862 1A62 MOV    A,H --- HL: $3187
018863 1A63 CPI    #$40
018864 1A65 JNZ    $1A5F
018865 1A5F MVI    M,#$00
018866 1A61 INX    H
018867 1A62 MOV    A,H --- HL: $3188
018868 1A63 CPI    #$40
018869 1A65 JNZ    $1A5F
018870 1A5F MVI    M,#$00
018871 1A61 INX    H
018872 1A62 MOV    A,H --- HL: $3189
018873 1A63 CPI    #$40
018874 1A65 JNZ    $1A5F
018875 1A5F MVI    M,#$00
018876 1A61 INX    H
018877 1A62 MOV    A,H --- HL: $318A
018878 1A63 CPI    #$40
018879 1A65 JNZ    $1A5F
018880 1A5F MVI    M,#$00
018881 1A61 INX    H
018882 1A62 MOV    A,H --- HL: $318B
018883 1A63 CPI    #$40
018884 1A65 JNZ    $1A5F
018885 1A5F MVI    M,#$00
018886 1A61 INX    H
018887 1A62 MOV    A,H --- HL: $318C
018888 1A63 CPI    #$40
018889 1A65 JNZ    $1A5F
018890 1A5F MVI    M,#$00
018891 1A61 INX    H
018892 1A62 MOV    A,H --- HL: $318D
018893 1A63 CPI    #$40
018894 1A65 JNZ    $1A5F
018895 1A5F MVI    M,#$00
018896 1A61 INX    H
018897 1A62 MOV    A,H --- HL: $318E
018898 1A63 CPI    #$40
018899 1A65 JNZ    $1A5F
018900 1A5F MVI    M,#$00
018901 1A61 INX    H
018902 1A62 MOV    A,H --- HL: $318F
018903 1A63 CPI    #$40
018904 1A65 JNZ    $1A5F
018905 1A5F MVI    M,#$00
018906 1A61 INX    H
018907 1A62 MOV    A,H --- HL: $3190
018908 1A63 CPI    #$40
018909 1A65 JNZ    $1A5F
018910 1A5F MVI    M,#$00
018911 1A61 INX    H
018912 1A62 MOV    A,H --- HL: $3191
018913 1A63 CPI    #$40
018914 1A65 JNZ    $1A5F
018915 1A5F MVI    M,#$00
018916 1A61 INX    H
018917 1A62 MOV    A,H --- HL: $3192
018918 1A63 CPI    #$40
018919 1A65 JNZ    $1A5F
018920 1A5F MVI    M,#$00
018921 1A61 INX    H
018922 1A62 MOV    A,H --- HL: $3193
018923 1A63 CPI    #$40
018924 1A65 JNZ    $1A5F
018925 1A5F MVI    M,#$00
018926 1A61 INX    H
018927 1A62 MOV    A,H --- HL: $3194
018928 1A63 CPI    #$40
018929 1A65 JNZ    $1A5F
018930 1A5F MVI    M,#$00
018931 1A61 INX    H
018932 1A62 MOV    A,H --- HL: $3195
018933 1A63 CPI    #$40
018934 1A65 JNZ    $1A5F
018935 1A5F MVI    M,#$00
018936 1A61 INX    H
018937 1A62 MOV    A,H --- HL: $3196
018938 1A63 CPI    #$40
018939 1A65 JNZ    $1A5F
018940 1A5F MVI    M,#$00
018941 1A61 INX    H
018942 1A62 MOV    A,H --- HL: $3197
018943 1A63 CPI    #$40
018944 1A65 JNZ    $1A5F
018945 1A5F MVI    M,#$00
018946 1A61 INX    H
018947 1A62 MOV    A,H --- HL: $3198
018948 1A63 CPI    #$40
018949 1A65 JNZ    $1A5F
018950 1A5F MVI    M,#$00
018951 1A61 INX    H
018952 1A62 MOV    A,H --- HL: $3199
018953 1A63 CPI    #$40
018954 1A65 JNZ    $1A5F
018955 1A5F MVI    M,#$00
018956 1A61 INX    H
018957 1A62 MOV    A,H --- HL: $319A
018958 1A63 CPI    #$40
018959 1A65 JNZ    $1A5F
018960 1A5F MVI    M,#$00
018961 1A61 INX    H
018962 1A62 MOV    A,H --- HL: $319B
018963 1A63 CPI    #$40
018964 1A65 JNZ    $1A5F
018965 1A5F MVI    M,#$00
018966 1A61 INX    H
018967 1A62 MOV    A,H --- HL: $319C
018968 1A63 CPI    #$40
018969 1A65 JNZ    $1A5F
018970 1A5F MVI    M,#$00
018971 1A61 INX    H
018972 1A62 MOV    A,H --- HL: $319D
018973 1A63 CPI    #$40
018974 1A65 JNZ    $1A5F
018975 1A5F MVI    M,#$00
018976 1A61 INX    H
018977 1A62 MOV    A,H --- HL: $319E
018978 1A63 CPI    #$40
018979 1A65 JNZ    $1A5F
018980 1A5F MVI    M,#$00
018981 1A61 INX    H
018982 1A62 MOV    A,H --- HL: $319F
018983 1A63 CPI    #$40
018984 1A65 JNZ    $1A5F
018985 1A5F MVI    M,#$00
018986 1A61 INX    H
018987 1A62 MOV    A,H --- HL: $31A0
018988 1A63 CPI    #$40
018989 1A65 JNZ    $1A5F
018990 1A5F MVI    M,#$00
018991 1A61 INX    H
018992 1A62 MOV    A,H --- HL: $31A1
018993 1A63 CPI    #$40
018994 1A65 JNZ    $1A5F
018995 1A5F MVI    M,#$00
018996 1A61 INX    H
018997 1A62 MOV    A,H --- HL: $31A2
018998 1A63 CPI    #$40
018999 1A65 JNZ    $1A5F
019000 1A5F MVI    M,#$00
19000****************************************************
019001 1A61 INX    H
019002 1A62 MOV    A,H --- HL: $31A3
019003 1A63 CPI    #$40
019004 1A65 JNZ    $1A5F
019005 1A5F MVI    M,#$00
019006 1A61 INX    H
019007 1A62 MOV    A,H --- HL: $31A4
019008 1A63 CPI    #$40
019009 1A65 JNZ    $1A5F
019010 1A5F MVI    M,#$00
019011 1A61 INX    H
019012 1A62 MOV    A,H --- HL: $31A5
019013 1A63 CPI    #$40
019014 1A65 JNZ    $1A5F
019015 1A5F MVI    M,#$00
019016 1A61 INX    H
019017 1A62 MOV    A,H --- HL: $31A6
019018 1A63 CPI    #$40
019019 1A65 JNZ    $1A5F
019020 1A5F MVI    M,#$00
019021 1A61 INX    H
019022 1A62 MOV    A,H --- HL: $31A7
019023 1A63 CPI    #$40
019024 1A65 JNZ    $1A5F
019025 1A5F MVI    M,#$00
019026 1A61 INX    H
019027 1A62 MOV    A,H --- HL: $31A8
019028 1A63 CPI    #$40
019029 1A65 JNZ    $1A5F
019030 1A5F MVI    M,#$00
019031 1A61 INX    H
019032 1A62 MOV    A,H --- HL: $31A9
019033 1A63 CPI    #$40
019034 1A65 JNZ    $1A5F
019035 1A5F MVI    M,#$00
019036 1A61 INX    H
019037 1A62 MOV    A,H --- HL: $31AA
019038 1A63 CPI    #$40
019039 1A65 JNZ    $1A5F
019040 1A5F MVI    M,#$00
019041 1A61 INX    H
019042 1A62 MOV    A,H --- HL: $31AB
019043 1A63 CPI    #$40
019044 1A65 JNZ    $1A5F
019045 1A5F MVI    M,#$00
019046 1A61 INX    H
019047 1A62 MOV    A,H --- HL: $31AC
019048 1A63 CPI    #$40
019049 1A65 JNZ    $1A5F
019050 1A5F MVI    M,#$00
019051 1A61 INX    H
019052 1A62 MOV    A,H --- HL: $31AD
019053 1A63 CPI    #$40
019054 1A65 JNZ    $1A5F
019055 1A5F MVI    M,#$00
019056 1A61 INX    H
019057 1A62 MOV    A,H --- HL: $31AE
019058 1A63 CPI    #$40
019059 1A65 JNZ    $1A5F
019060 1A5F MVI    M,#$00
019061 1A61 INX    H
019062 1A62 MOV    A,H --- HL: $31AF
019063 1A63 CPI    #$40
019064 1A65 JNZ    $1A5F
019065 1A5F MVI    M,#$00
019066 1A61 INX    H
019067 1A62 MOV    A,H --- HL: $31B0
019068 1A63 CPI    #$40
019069 1A65 JNZ    $1A5F
019070 1A5F MVI    M,#$00
019071 1A61 INX    H
019072 1A62 MOV    A,H --- HL: $31B1
019073 1A63 CPI    #$40
019074 1A65 JNZ    $1A5F
019075 1A5F MVI    M,#$00
019076 1A61 INX    H
019077 1A62 MOV    A,H --- HL: $31B2
019078 1A63 CPI    #$40
019079 1A65 JNZ    $1A5F
019080 1A5F MVI    M,#$00
019081 1A61 INX    H
019082 1A62 MOV    A,H --- HL: $31B3
019083 1A63 CPI    #$40
019084 1A65 JNZ    $1A5F
019085 1A5F MVI    M,#$00
019086 1A61 INX    H
019087 1A62 MOV    A,H --- HL: $31B4
019088 1A63 CPI    #$40
019089 1A65 JNZ    $1A5F
019090 1A5F MVI    M,#$00
019091 1A61 INX    H
019092 1A62 MOV    A,H --- HL: $31B5
019093 1A63 CPI    #$40
019094 1A65 JNZ    $1A5F
019095 1A5F MVI    M,#$00
019096 1A61 INX    H
019097 1A62 MOV    A,H --- HL: $31B6
019098 1A63 CPI    #$40
019099 1A65 JNZ    $1A5F
019100 1A5F MVI    M,#$00
019101 1A61 INX    H
019102 1A62 MOV    A,H --- HL: $31B7
019103 1A63 CPI    #$40
019104 1A65 JNZ    $1A5F
019105 1A5F MVI    M,#$00
019106 1A61 INX    H
019107 1A62 MOV    A,H --- HL: $31B8
019108 1A63 CPI    #$40
019109 1A65 JNZ    $1A5F
019110 1A5F MVI    M,#$00
019111 1A61 INX    H
019112 1A62 MOV    A,H --- HL: $31B9
019113 1A63 CPI    #$40
019114 1A65 JNZ    $1A5F
019115 1A5F MVI    M,#$00
019116 1A61 INX    H
019117 1A62 MOV    A,H --- HL: $31BA
019118 1A63 CPI    #$40
019119 1A65 JNZ    $1A5F
019120 1A5F MVI    M,#$00
019121 1A61 INX    H
019122 1A62 MOV    A,H --- HL: $31BB
019123 1A63 CPI    #$40
019124 1A65 JNZ    $1A5F
019125 1A5F MVI    M,#$00
019126 1A61 INX    H
019127 1A62 MOV    A,H --- HL: $31BC
019128 1A63 CPI    #$40
019129 1A65 JNZ    $1A5F
019130 1A5F MVI    M,#$00
019131 1A61 INX    H
019132 1A62 MOV    A,H --- HL: $31BD
019133 1A63 CPI    #$40
019134 1A65 JNZ    $1A5F
019135 1A5F MVI    M,#$00
019136 1A61 INX    H
019137 1A62 MOV    A,H --- HL: $31BE
019138 1A63 CPI    #$40
019139 1A65 JNZ    $1A5F
019140 1A5F MVI    M,#$00
019141 1A61 INX    H
019142 1A62 MOV    A,H --- HL: $31BF
019143 1A63 CPI    #$40
019144 1A65 JNZ    $1A5F
019145 1A5F MVI    M,#$00
019146 1A61 INX    H
019147 1A62 MOV    A,H --- HL: $31C0
019148 1A63 CPI    #$40
019149 1A65 JNZ    $1A5F
019150 1A5F MVI    M,#$00
019151 1A61 INX    H
019152 1A62 MOV    A,H --- HL: $31C1
019153 1A63 CPI    #$40
019154 1A65 JNZ    $1A5F
019155 1A5F MVI    M,#$00
019156 1A61 INX    H
019157 1A62 MOV    A,H --- HL: $31C2
019158 1A63 CPI    #$40
019159 1A65 JNZ    $1A5F
019160 1A5F MVI    M,#$00
019161 1A61 INX    H
019162 1A62 MOV    A,H --- HL: $31C3
019163 1A63 CPI    #$40
019164 1A65 JNZ    $1A5F
019165 1A5F MVI    M,#$00
019166 1A61 INX    H
019167 1A62 MOV    A,H --- HL: $31C4
019168 1A63 CPI    #$40
019169 1A65 JNZ    $1A5F
019170 1A5F MVI    M,#$00
019171 1A61 INX    H
019172 1A62 MOV    A,H --- HL: $31C5
019173 1A63 CPI    #$40
019174 1A65 JNZ    $1A5F
019175 1A5F MVI    M,#$00
019176 1A61 INX    H
019177 1A62 MOV    A,H --- HL: $31C6
019178 1A63 CPI    #$40
019179 1A65 JNZ    $1A5F
019180 1A5F MVI    M,#$00
019181 1A61 INX    H
019182 1A62 MOV    A,H --- HL: $31C7
019183 1A63 CPI    #$40
019184 1A65 JNZ    $1A5F
019185 1A5F MVI    M,#$00
019186 1A61 INX    H
019187 1A62 MOV    A,H --- HL: $31C8
019188 1A63 CPI    #$40
019189 1A65 JNZ    $1A5F
019190 1A5F MVI    M,#$00
019191 1A61 INX    H
019192 1A62 MOV    A,H --- HL: $31C9
019193 1A63 CPI    #$40
019194 1A65 JNZ    $1A5F
019195 1A5F MVI    M,#$00
019196 1A61 INX    H
019197 1A62 MOV    A,H --- HL: $31CA
019198 1A63 CPI    #$40
019199 1A65 JNZ    $1A5F
019200 1A5F MVI    M,#$00
019201 1A61 INX    H
019202 1A62 MOV    A,H --- HL: $31CB
019203 1A63 CPI    #$40
019204 1A65 JNZ    $1A5F
019205 1A5F MVI    M,#$00
019206 1A61 INX    H
019207 1A62 MOV    A,H --- HL: $31CC
019208 1A63 CPI    #$40
019209 1A65 JNZ    $1A5F
019210 1A5F MVI    M,#$00
019211 1A61 INX    H
019212 1A62 MOV    A,H --- HL: $31CD
019213 1A63 CPI    #$40
019214 1A65 JNZ    $1A5F
019215 1A5F MVI    M,#$00
019216 1A61 INX    H
019217 1A62 MOV    A,H --- HL: $31CE
019218 1A63 CPI    #$40
019219 1A65 JNZ    $1A5F
019220 1A5F MVI    M,#$00
019221 1A61 INX    H
019222 1A62 MOV    A,H --- HL: $31CF
019223 1A63 CPI    #$40
019224 1A65 JNZ    $1A5F
019225 1A5F MVI    M,#$00
019226 1A61 INX    H
019227 1A62 MOV    A,H --- HL: $31D0
019228 1A63 CPI    #$40
019229 1A65 JNZ    $1A5F
019230 1A5F MVI    M,#$00
019231 1A61 INX    H
019232 1A62 MOV    A,H --- HL: $31D1
019233 1A63 CPI    #$40
019234 1A65 JNZ    $1A5F
019235 1A5F MVI    M,#$00
019236 1A61 INX    H
019237 1A62 MOV    A,H --- HL: $31D2
019238 1A63 CPI    #$40
019239 1A65 JNZ    $1A5F
019240 1A5F MVI    M,#$00
019241 1A61 INX    H
019242 1A62 MOV    A,H --- HL: $31D3
019243 1A63 CPI    #$40
019244 1A65 JNZ    $1A5F
019245 1A5F MVI    M,#$00
019246 1A61 INX    H
019247 1A62 MOV    A,H --- HL: $31D4
019248 1A63 CPI    #$40
019249 1A65 JNZ    $1A5F
019250 1A5F MVI    M,#$00
019251 1A61 INX    H
019252 1A62 MOV    A,H --- HL: $31D5
019253 1A63 CPI    #$40
019254 1A65 JNZ    $1A5F
019255 1A5F MVI    M,#$00
019256 1A61 INX    H
019257 1A62 MOV    A,H --- HL: $31D6
019258 1A63 CPI    #$40
019259 1A65 JNZ    $1A5F
019260 1A5F MVI    M,#$00
019261 1A61 INX    H
019262 1A62 MOV    A,H --- HL: $31D7
019263 1A63 CPI    #$40
019264 1A65 JNZ    $1A5F
019265 1A5F MVI    M,#$00
019266 1A61 INX    H
019267 1A62 MOV    A,H --- HL: $31D8
019268 1A63 CPI    #$40
019269 1A65 JNZ    $1A5F
019270 1A5F MVI    M,#$00
019271 1A61 INX    H
019272 1A62 MOV    A,H --- HL: $31D9
019273 1A63 CPI    #$40
019274 1A65 JNZ    $1A5F
019275 1A5F MVI    M,#$00
019276 1A61 INX    H
019277 1A62 MOV    A,H --- HL: $31DA
019278 1A63 CPI    #$40
019279 1A65 JNZ    $1A5F
019280 1A5F MVI    M,#$00
019281 1A61 INX    H
019282 1A62 MOV    A,H --- HL: $31DB
019283 1A63 CPI    #$40
019284 1A65 JNZ    $1A5F
019285 1A5F MVI    M,#$00
019286 1A61 INX    H
019287 1A62 MOV    A,H --- HL: $31DC
019288 1A63 CPI    #$40
019289 1A65 JNZ    $1A5F
019290 1A5F MVI    M,#$00
019291 1A61 INX    H
019292 1A62 MOV    A,H --- HL: $31DD
019293 1A63 CPI    #$40
019294 1A65 JNZ    $1A5F
019295 1A5F MVI    M,#$00
019296 1A61 INX    H
019297 1A62 MOV    A,H --- HL: $31DE
019298 1A63 CPI    #$40
019299 1A65 JNZ    $1A5F
019300 1A5F MVI    M,#$00
019301 1A61 INX    H
019302 1A62 MOV    A,H --- HL: $31DF
019303 1A63 CPI    #$40
019304 1A65 JNZ    $1A5F
019305 1A5F MVI    M,#$00
019306 1A61 INX    H
019307 1A62 MOV    A,H --- HL: $31E0
019308 1A63 CPI    #$40
019309 1A65 JNZ    $1A5F
019310 1A5F MVI    M,#$00
019311 1A61 INX    H
019312 1A62 MOV    A,H --- HL: $31E1
019313 1A63 CPI    #$40
019314 1A65 JNZ    $1A5F
019315 1A5F MVI    M,#$00
019316 1A61 INX    H
019317 1A62 MOV    A,H --- HL: $31E2
019318 1A63 CPI    #$40
019319 1A65 JNZ    $1A5F
019320 1A5F MVI    M,#$00
019321 1A61 INX    H
019322 1A62 MOV    A,H --- HL: $31E3
019323 1A63 CPI    #$40
019324 1A65 JNZ    $1A5F
019325 1A5F MVI    M,#$00
019326 1A61 INX    H
019327 1A62 MOV    A,H --- HL: $31E4
019328 1A63 CPI    #$40
019329 1A65 JNZ    $1A5F
019330 1A5F MVI    M,#$00
019331 1A61 INX    H
019332 1A62 MOV    A,H --- HL: $31E5
019333 1A63 CPI    #$40
019334 1A65 JNZ    $1A5F
019335 1A5F MVI    M,#$00
019336 1A61 INX    H
019337 1A62 MOV    A,H --- HL: $31E6
019338 1A63 CPI    #$40
019339 1A65 JNZ    $1A5F
019340 1A5F MVI    M,#$00
019341 1A61 INX    H
019342 1A62 MOV    A,H --- HL: $31E7
019343 1A63 CPI    #$40
019344 1A65 JNZ    $1A5F
019345 1A5F MVI    M,#$00
019346 1A61 INX    H
019347 1A62 MOV    A,H --- HL: $31E8
019348 1A63 CPI    #$40
019349 1A65 JNZ    $1A5F
019350 1A5F MVI    M,#$00
019351 1A61 INX    H
019352 1A62 MOV    A,H --- HL: $31E9
019353 1A63 CPI    #$40
019354 1A65 JNZ    $1A5F
019355 1A5F MVI    M,#$00
019356 1A61 INX    H
019357 1A62 MOV    A,H --- HL: $31EA
019358 1A63 CPI    #$40
019359 1A65 JNZ    $1A5F
019360 1A5F MVI    M,#$00
019361 1A61 INX    H
019362 1A62 MOV    A,H --- HL: $31EB
019363 1A63 CPI    #$40
019364 1A65 JNZ    $1A5F
019365 1A5F MVI    M,#$00
019366 1A61 INX    H
019367 1A62 MOV    A,H --- HL: $31EC
019368 1A63 CPI    #$40
019369 1A65 JNZ    $1A5F
019370 1A5F MVI    M,#$00
019371 1A61 INX    H
019372 1A62 MOV    A,H --- HL: $31ED
019373 1A63 CPI    #$40
019374 1A65 JNZ    $1A5F
019375 1A5F MVI    M,#$00
019376 1A61 INX    H
019377 1A62 MOV    A,H --- HL: $31EE
019378 1A63 CPI    #$40
019379 1A65 JNZ    $1A5F
019380 1A5F MVI    M,#$00
019381 1A61 INX    H
019382 1A62 MOV    A,H --- HL: $31EF
019383 1A63 CPI    #$40
019384 1A65 JNZ    $1A5F
019385 1A5F MVI    M,#$00
019386 1A61 INX    H
019387 1A62 MOV    A,H --- HL: $31F0
019388 1A63 CPI    #$40
019389 1A65 JNZ    $1A5F
019390 1A5F MVI    M,#$00
019391 1A61 INX    H
019392 1A62 MOV    A,H --- HL: $31F1
019393 1A63 CPI    #$40
019394 1A65 JNZ    $1A5F
019395 1A5F MVI    M,#$00
019396 1A61 INX    H
019397 1A62 MOV    A,H --- HL: $31F2
019398 1A63 CPI    #$40
019399 1A65 JNZ    $1A5F
019400 1A5F MVI    M,#$00
019401 1A61 INX    H
019402 1A62 MOV    A,H --- HL: $31F3
019403 1A63 CPI    #$40
019404 1A65 JNZ    $1A5F
019405 1A5F MVI    M,#$00
019406 1A61 INX    H
019407 1A62 MOV    A,H --- HL: $31F4
019408 1A63 CPI    #$40
019409 1A65 JNZ    $1A5F
019410 1A5F MVI    M,#$00
019411 1A61 INX    H
019412 1A62 MOV    A,H --- HL: $31F5
019413 1A63 CPI    #$40
019414 1A65 JNZ    $1A5F
019415 1A5F MVI    M,#$00
019416 1A61 INX    H
019417 1A62 MOV    A,H --- HL: $31F6
019418 1A63 CPI    #$40
019419 1A65 JNZ    $1A5F
019420 1A5F MVI    M,#$00
019421 1A61 INX    H
019422 1A62 MOV    A,H --- HL: $31F7
019423 1A63 CPI    #$40
019424 1A65 JNZ    $1A5F
019425 1A5F MVI    M,#$00
019426 1A61 INX    H
019427 1A62 MOV    A,H --- HL: $31F8
019428 1A63 CPI    #$40
019429 1A65 JNZ    $1A5F
019430 1A5F MVI    M,#$00
019431 1A61 INX    H
019432 1A62 MOV    A,H --- HL: $31F9
019433 1A63 CPI    #$40
019434 1A65 JNZ    $1A5F
019435 1A5F MVI    M,#$00
019436 1A61 INX    H
019437 1A62 MOV    A,H --- HL: $31FA
019438 1A63 CPI    #$40
019439 1A65 JNZ    $1A5F
019440 1A5F MVI    M,#$00
019441 1A61 INX    H
019442 1A62 MOV    A,H --- HL: $31FB
019443 1A63 CPI    #$40
019444 1A65 JNZ    $1A5F
019445 1A5F MVI    M,#$00
019446 1A61 INX    H
019447 1A62 MOV    A,H --- HL: $31FC
019448 1A63 CPI    #$40
019449 1A65 JNZ    $1A5F
019450 1A5F MVI    M,#$00
019451 1A61 INX    H
019452 1A62 MOV    A,H --- HL: $31FD
019453 1A63 CPI    #$40
